HOT669 SEQF2286 1 1 1529	Neisseria meningitidis H44/76	GCA_000185025.2_ASM18502v2
HOT92 SEQF2331 1 1 1534		Neisseria weaveri LMG 5135	GCA_000224255.2_ASM22425v1
HOT92 SEQF2330 1 1 1534		Neisseria weaveri ATCC 51223	GCA_000224275.2_ASM22427v2
HOT669 SEQF2288 4 4 1530	Neisseria meningitidis WUE 2594	GCA_000253215.1_ASM25321v1
HOT669 SEQF2288 1 4 1530	Neisseria meningitidis WUE 2594	GCA_000253215.1_ASM25321v1
HOT669 SEQF2288 3 4 1529	Neisseria meningitidis WUE 2594	GCA_000253215.1_ASM25321v1
HOT669 SEQF2288 2 4 1529	Neisseria meningitidis WUE 2594	GCA_000253215.1_ASM25321v1
HOT669 SEQF1277 1 4 1545	Neisseria meningitidis 8013	GCA_000026965.1_ASM2696v1
HOT669 SEQF1277 3 4 1545	Neisseria meningitidis 8013	GCA_000026965.1_ASM2696v1
HOT669 SEQF1277 4 4 1545	Neisseria meningitidis 8013	GCA_000026965.1_ASM2696v1
HOT669 SEQF1277 2 4 1545	Neisseria meningitidis 8013	GCA_000026965.1_ASM2696v1
HOT669 SEQF1100 1 4 986		Neisseria meningitidis 053442	GCA_000014105.1_ASM1410v1
HOT669 SEQF1100 3 4 986		Neisseria meningitidis 053442	GCA_000014105.1_ASM1410v1
HOT669 SEQF1100 2 4 986		Neisseria meningitidis 053442	GCA_000014105.1_ASM1410v1
HOT669 SEQF2287 1 4 1529	Neisseria meningitidis NZ-05/33	GCA_000191525.1_ASM19152v1
HOT669 SEQF2287 2 4 1529	Neisseria meningitidis NZ-05/33	GCA_000191525.1_ASM19152v1
HOT669 SEQF2287 4 4 1529	Neisseria meningitidis NZ-05/33	GCA_000191525.1_ASM19152v1
HOT669 SEQF2287 3 4 1529	Neisseria meningitidis NZ-05/33	GCA_000191525.1_ASM19152v1
HOT669 SEQF1723 3 4 1544	Neisseria meningitidis alpha14	GCA_000083565.1_ASM8356v1
HOT669 SEQF1723 2 4 1544	Neisseria meningitidis alpha14	GCA_000083565.1_ASM8356v1
HOT669 SEQF1723 1 4 1544	Neisseria meningitidis alpha14	GCA_000083565.1_ASM8356v1
HOT669 SEQF1723 4 4 1544	Neisseria meningitidis alpha14	GCA_000083565.1_ASM8356v1
HOT669 SEQF1916 1 1 1529	Neisseria meningitidis ATCC 13091	GCA_000146655.1_ASM14665v1
HOT669 SEQF2329 1 1 1477	Neisseria meningitidis 961-5945	GCA_000191325.2_ASM19132v2
HOT669 669-2273 1 1 1497	Neisseria_meningitidis__HOT_669__Strain_M8067__GB_AF382273__Named__G__4	GCA_000191325.2_ASM19132v2
HOT669 SEQF2285 1 4 1529	Neisseria meningitidis G2136	GCA_000191425.1_ASM19142v1
HOT669 SEQF1100 4 4 986		Neisseria meningitidis 053442	GCA_000014105.1_ASM1410v1
HOT669 SEQF2284 1 4 1541	Neisseria meningitidis alpha710	GCA_000152165.1_ASM15216v1
HOT669 SEQF2284 3 4 1541	Neisseria meningitidis alpha710	GCA_000152165.1_ASM15216v1
HOT669 SEQF2284 4 4 1539	Neisseria meningitidis alpha710	GCA_000152165.1_ASM15216v1
HOT669 SEQF2284 2 4 1539	Neisseria meningitidis alpha710	GCA_000152165.1_ASM15216v1
HOT737 SEQF1183 1 2 1529	Neisseria polysaccharea ATCC 43768	GCA_000176735.1_ASM17673v1
HOT737 737-6167 1 1 1497	Neisseria_polysaccharea__HOT_737__Strain_ATCC_43768__GB_L06167__Named__G__1	GCA_000176735.1_ASM17673v1
HOT621 SEQF1625 1 4 804		Neisseria gonorrhoeae FA19	GCA_000156835.2_Neis_gono_FA19_V2
HOT737 SEQF1183 2 2 438		Neisseria polysaccharea ATCC 43768	GCA_000176735.1_ASM17673v1
HOT621 SEQF1625 3 4 1214	Neisseria gonorrhoeae FA19	GCA_000156835.2_Neis_gono_FA19_V2
HOT621 SEQF1625 2 4 1529	Neisseria gonorrhoeae FA19	GCA_000156835.2_Neis_gono_FA19_V2
HOT621 SEQF1625 4 4 1529	Neisseria gonorrhoeae FA19	GCA_000156835.2_Neis_gono_FA19_V2
HOT621 SEQF1272 1 4 1551	Neisseria gonorrhoeae FA 1090	GCA_000006845.1_ASM684v1
HOT621 SEQF1272 4 4 1551	Neisseria gonorrhoeae FA 1090	GCA_000006845.1_ASM684v1
HOT621 SEQF1272 2 4 1551	Neisseria gonorrhoeae FA 1090	GCA_000006845.1_ASM684v1
HOT621 SEQF1272 3 4 1551	Neisseria gonorrhoeae FA 1090	GCA_000006845.1_ASM684v1
HOT621 621-7714 1 1 1516	Neisseria_gonorrhoeae__HOT_621__Strain_NCTC_83785__GB_X07714__Named__G__0	GCA_000006845.1_ASM684v1
HOT621 SEQF1109 3 4 1529	Neisseria gonorrhoeae NCCP11945	GCA_000020105.1_ASM2010v1
HOT621 SEQF1109 2 4 1529	Neisseria gonorrhoeae NCCP11945	GCA_000020105.1_ASM2010v1
HOT621 SEQF1109 4 4 1529	Neisseria gonorrhoeae NCCP11945	GCA_000020105.1_ASM2010v1
HOT621 SEQF1109 1 4 1529	Neisseria gonorrhoeae NCCP11945	GCA_000020105.1_ASM2010v1
HOT013 013-9613 2 3 1477	Neisseria_bacilliformis__HOT_013__Clone_P4D1-729__GB_EF509613__Named__G__4	GCA_000020105.1_ASM2010v1
HOT13 SEQF1969 1 1 1529		Neisseria bacilliformis ATCC BAA-1200	GCA_000194925.1_ASM19492v1
HOT013 013AK105 3 3 1497	Neisseria_bacilliformis__HOT_013__Clone_AK105__GB_AY005029__Named__G__4	GCA_000194925.1_ASM19492v1
HOT013 013-5756 1 3 1477	Neisseria_bacilliformis__HOT_013__Strain_S4__GB_KM225756__Named__G__4	GCA_000194925.1_ASM19492v1
HOT020 020-1395 2 2 1380	Neisseria_sp.__HOT_020__Clone_069085_216__GB_JQ451395__Unnamed__G__3	GCA_000194925.1_ASM19492v1
HOT20 SEQF1944 1 1 1174		Neisseria sp. oral taxon 020 str. F0370	GCA_000318235.2_ASM31823v2
HOT020 020-5028 1 2 1497	Neisseria_sp.__HOT_020__Strain_B33KA__GB_AY005028__Unnamed__G__3	GCA_000318235.2_ASM31823v2
HOT598 SEQF1166 1 1 1528	Neisseria elongata subsp. glycolytica ATCC 29315	GCA_000176755.2_ASM17675v1
HOT598 598-6171 1 1 1497	Neisseria_elongata__HOT_598__Strain_ATCC_25295__GB_L06171__Named__G__5	GCA_000176755.2_ASM17675v1
HOT582 SEQF2079 1 1 1525	Kingella denitrificans ATCC 33394	GCA_000190695.1_ASM19069v1
HOT582 582-6166 1 1 1493	Kingella_denitrificans__HOT_582__Strain_UB-294__GB_L06166__Named__G__3	GCA_000190695.1_ASM19069v1
HOT012 012-2982 1 3 1379	Kingella_sp.__HOT_012__Clone_070038_218__GB_JQ462982__Phylotype__X__3	GCA_000190695.1_ASM19069v1
HOT012 012-2485 3 3 1379	Kingella_sp.__HOT_012__Clone_069088_248__GB_JQ452485__Phylotype__X__3	GCA_000190695.1_ASM19069v1
HOT012 012DE012 2 3 1497	Kingella_sp.__HOT_012__Clone_DE012__GB_AF366267__Phylotype__X__3	GCA_000190695.1_ASM19069v1
HOT577 SEQF1016 1 1 1530	Eikenella corrodens ATCC 23834	GCA_000158615.1_ASM15861v1
HOT577 SEQF2615 2 4 1529	Eikenella corrodens CC92I	GCA_000504685.1_Eike_corr_CC92I_V1
HOT577 SEQF2615 4 4 1529	Eikenella corrodens CC92I	GCA_000504685.1_Eike_corr_CC92I_V1
HOT577 SEQF2615 1 4 1529	Eikenella corrodens CC92I	GCA_000504685.1_Eike_corr_CC92I_V1
HOT577 SEQF2615 3 4 1529	Eikenella corrodens CC92I	GCA_000504685.1_Eike_corr_CC92I_V1
HOT577 577-0620 2 2 1498	Eikenella_corrodens__HOT_577__Strain_1664276__GB_AF320620__Named__G__5	GCA_000504685.1_Eike_corr_CC92I_V1
HOT577 577M-D25 1 2 1497	Eikenella_corrodens__HOT_577__Strain_Moore_D25__GB_GQ422740__Named__G__5	GCA_000504685.1_Eike_corr_CC92I_V1
HOT014 014AP085 2 2 1497	Neisseria_oralis__HOT_014__Clone_AP085__GB_AY005023__Named__G__5	GCA_000504685.1_Eike_corr_CC92I_V1
HOT014 014F0314 1 2 1496	Neisseria_oralis__HOT_014__Strain_F0314__GB_tbd__Named__G__5	GCA_000504685.1_Eike_corr_CC92I_V1
HOT011 011-6165 1 1 1498	Eikenella_sp.__HOT_011__Strain_UB-204__GB_L06165__Lost__X__2	GCA_000504685.1_Eike_corr_CC92I_V1
HOT523 523-3630 1 1 1493	Neisseria_sp.__HOT_523__Clone_MB5_P15__GB_DQ003630__Phylotype__X__0	GCA_000504685.1_Eike_corr_CC92I_V1
HOT018 018-0511 1 1 1377	Neisseria_sp.__HOT_018__Clone_069082_036__GB_JQ450511__Phylotype__X__4	GCA_000504685.1_Eike_corr_CC92I_V1
HOT499 499JC012 1 1 1512	Neisseria_sp.__HOT_499__Clone_JC012__GB_AY349388__Phylotype__G__3	GCA_000504685.1_Eike_corr_CC92I_V1
HOT706 706-6164 1 1 1497	Kingella_oralis__HOT_706__Strain_CCUG_30450__GB_L06164__Named__G__5	GCA_000504685.1_Eike_corr_CC92I_V1
HOT706 SEQF1594 1 1 1529	Kingella oralis ATCC 51147	GCA_000160435.1_ASM16043v1
HOT646 SEQF2327 2 2 1541	Kingella kingae PYKK081	GCA_000255635.1_ASM25563v1
HOT646 SEQF2080 1 1 1525	Kingella kingae ATCC 23330	GCA_000213535.1_ASM21353v1
HOT646 646-1999 1 2 1493	Kingella_kingae__HOT_646__Strain_ATCC_23330__GB_AY551999__Named__G__1	GCA_000213535.1_ASM21353v1
HOT646 646-1998 2 2 1470	Kingella_kingae__HOT_646__Clone_070038_218__GB_AY551998__Named__G__1	GCA_000213535.1_ASM21353v1
HOT683 683-8147 1 1 1499	Simonsiella_muelleri__HOT_683__Strain_ATCC29453T__GB_AF328147__Named__G__4	GCA_000213535.1_ASM21353v1
HOT683 SEQF1652 2 4 1531	Simonsiella muelleri ATCC 29453	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT683 SEQF1652 4 4 1531	Simonsiella muelleri ATCC 29453	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT683 SEQF1652 1 4 1531	Simonsiella muelleri ATCC 29453	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT683 SEQF1652 3 4 1531	Simonsiella muelleri ATCC 29453	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT459 459ID059 1 1 1511	Kingella_sp.__HOT_459__Clone_ID059__GB_AY349381__Phylotype__X__3	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT932 932-4648 1 1 1444	Kingella_sp.__HOT_932__Clone_ELU0155-000287__GB_HQ804648__Phylotype__X__3	GCA_000163775.2_Simo_muel_ATCC_29453_V2
HOT343 SEQF2030 1 1 1519	Achromobacter xylosoxidans C54	GCA_000186185.1_Achr_xylo_C54_V2
HOT343 343-4907 1 1 1487	Achromobacter_xylosoxidans__HOT_343__Strain_DSM_30026__GB_Y14907__Named__G__0	GCA_000186185.1_Achr_xylo_C54_V2
HOT343 SEQF2029 1 1 1531	Achromobacter insuavis AXX-A	GCA_000219745.1_ASM21974v1
HOT343 SEQF1926 2 2 1531	Achromobacter xylosoxidans A8	GCA_000165835.1_ASM16583v1
HOT343 SEQF1926 1 2 1531	Achromobacter xylosoxidans A8	GCA_000165835.1_ASM16583v1
HOT828 828-2327 1 1 1448	Bordetella_pertussis__HOT_828__Strain_CIP_105.894__GB_AF142327__Named__G__0	GCA_000165835.1_ASM16583v1
HOT828 SEQF2266 1 3 1532	Bordetella pertussis CS	GCA_000212975.1_ASM21297v1
HOT828 SEQF1086 3 3 1532	Bordetella pertussis Tohama I	GCA_000195715.1_ASM19571v1
HOT828 SEQF1086 2 3 1532	Bordetella pertussis Tohama I	GCA_000195715.1_ASM19571v1
HOT828 SEQF2266 3 3 1532	Bordetella pertussis CS	GCA_000212975.1_ASM21297v1
HOT828 SEQF1086 1 3 1532	Bordetella pertussis Tohama I	GCA_000195715.1_ASM19571v1
HOT828 SEQF2266 2 3 1532	Bordetella pertussis CS	GCA_000212975.1_ASM21297v1
HOT22 SEQF1967 1 1 1519		Lautropia mirabilis ATCC 51599	GCA_000186425.1_ASM18642v1
HOT022 022-3223 2 2 1487	Lautropia_mirabilis__HOT_022__Strain_Fredericksen__GB_X73223__Named__G__5	GCA_000186425.1_ASM18642v1
HOT022 022AP009 1 2 1487	Lautropia_mirabilis__HOT_022__Clone_AP009__GB_AY005030__Named__G__5	GCA_000186425.1_ASM18642v1
HOT854 SEQF2603 6 6 1639	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT854 SEQF2603 1 6 1639	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT854 SEQF2603 5 6 1639	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT854 SEQF2603 2 6 1639	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT854 SEQF2603 4 6 1637	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT854 SEQF2603 3 6 1637	Ralstonia pickettii DTP0602	GCA_000471925.1_ASM47192v1
HOT027 027-5039 1 1 1487	Cupriavidus_gilardii__HOT_027__Strain_C37KA__GB_AY005039__Named__X__2	GCA_000471925.1_ASM47192v1
HOT854 SEQF1977 3 3 1526	Ralstonia pickettii 12D	GCA_000023425.1_ASM2342v1
HOT854 SEQF2514 1 1 1420	Ralstonia pickettii OR214	GCA_000372665.1_RalstonoaPickettii.strain_OR214_v1.0
HOT854 854-3152 1 1 1494	Ralstonia_pickettii__HOT_854__Strain_ATCC_27511__GB_NR_043152__Named__G__0	GCA_000372665.1_RalstonoaPickettii.strain_OR214_v1.0
HOT854 SEQF2172 1 3 1531	Ralstonia pickettii 12J	GCA_000020205.1_ASM2020v1
HOT854 SEQF2172 2 3 1531	Ralstonia pickettii 12J	GCA_000020205.1_ASM2020v1
HOT854 SEQF2172 3 3 1531	Ralstonia pickettii 12J	GCA_000020205.1_ASM2020v1
HOT854 SEQF1977 2 3 1526	Ralstonia pickettii 12D	GCA_000023425.1_ASM2342v1
HOT854 SEQF1977 1 3 1526	Ralstonia pickettii 12D	GCA_000023425.1_ASM2342v1
HOT406 406AK168 1 1 1495	Ralstonia_sp.__HOT_406__Clone_AK168__GB_AY005032__Phylotype__X__1	GCA_000023425.1_ASM2342v1
HOT571 SEQF2716 2 6 1537	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2716 4 6 1536	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2716 3 6 1537	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2716 1 6 1536	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2716 5 6 1536	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2716 6 6 1536	Burkholderia cepacia JBK9	GCA_000701165.2_ASM70116v2
HOT571 SEQF2408 2 2 1521	Burkholderia cepacia GG4	GCA_000292915.1_ASM29291v1
HOT571 SEQF2408 1 2 1521	Burkholderia cepacia GG4	GCA_000292915.1_ASM29291v1
HOT571 571-7530 1 1 1489	Burkholderia_cepacia__HOT_571__Strain_ATCC_25416__GB_AF097530__Named__G__0	GCA_000292915.1_ASM29291v1
HOT858 858-9161 1 1 1505	Comamonas_testosteroni__HOT_858__Strain_ATCC_11996__GB_NR_029161__Named__G__2	GCA_000292915.1_ASM29291v1
HOT858 SEQF2058 1 1 1528	Comamonas testosteroni S44	GCA_000178915.1_ASM17891v1
HOT858 SEQF2047 3 3 1526	Comamonas testosteroni CNB-2	GCA_000093145.2_ASM9314v2
HOT858 SEQF2057 1 1 1528	Comamonas testosteroni ATCC 11996	GCA_000241525.2_ASM24152v2
HOT858 SEQF1981 2 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT858 SEQF1981 1 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT858 SEQF1981 4 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT858 SEQF1981 6 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT858 SEQF1981 3 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT858 SEQF1981 5 6 1526	Comamonas testosteroni KF-1	GCA_000168855.1_ASM16885v1
HOT023 023-0186 1 2 1489	Delftia_acidovorans__HOT_023__Strain_MBIC_1305__GB_AB020186__Named__G__2	GCA_000168855.1_ASM16885v1
HOT023 023-2803 2 2 1489	Delftia_acidovorans__HOT_023__Strain_158__GB_AJ002803__Named__G__2	GCA_000168855.1_ASM16885v1
HOT023 SEQF2709 1 1 1521	Delftia acidovorans 2167	GCA_000741825.1_ASM74182v1
HOT023 SEQF1413 2 5 1526	Delftia acidovorans SPH-1	GCA_000018665.1_ASM1866v1
HOT023 SEQF1413 3 5 1526	Delftia acidovorans SPH-1	GCA_000018665.1_ASM1866v1
HOT023 SEQF1413 1 5 1526	Delftia acidovorans SPH-1	GCA_000018665.1_ASM1866v1
HOT023 SEQF1413 5 5 1526	Delftia acidovorans SPH-1	GCA_000018665.1_ASM1866v1
HOT023 SEQF1413 4 5 1526	Delftia acidovorans SPH-1	GCA_000018665.1_ASM1866v1
HOT023 SEQF2536 2 2 1521	Delftia acidovorans CCUG 15835	GCA_000411215.1_Delf_acid_CCUG_15835_V1
HOT023 SEQF2536 1 2 1521	Delftia acidovorans CCUG 15835	GCA_000411215.1_Delf_acid_CCUG_15835_V1
HOT023 SEQF2537 3 3 1521	Delftia acidovorans CCUG 274B	GCA_000411195.1_Delf_acid_CCUG_274B_V1
HOT023 SEQF2537 2 3 1521	Delftia acidovorans CCUG 274B	GCA_000411195.1_Delf_acid_CCUG_274B_V1
HOT023 SEQF2537 1 3 1521	Delftia acidovorans CCUG 274B	GCA_000411195.1_Delf_acid_CCUG_274B_V1
HOT717 SEQF2586 2 2 1523	Variovorax paradoxus B4	GCA_000463015.1_ASM46301v1
HOT717 SEQF2586 1 2 1523	Variovorax paradoxus B4	GCA_000463015.1_ASM46301v1
HOT717 717-3736 1 1 1460	Variovorax_paradoxus__HOT_717__Strain_NBRC_15149__GB_NR_113736__Named__G__1	GCA_000463015.1_ASM46301v1
HOT717 SEQF1395 1 2 1523	Variovorax paradoxus S110	GCA_000023345.1_ASM2334v1
HOT717 SEQF1395 2 2 1523	Variovorax paradoxus S110	GCA_000023345.1_ASM2334v1
HOT717 SEQF2183 2 2 1523	Variovorax paradoxus EPS	GCA_000184745.1_ASM18474v1
HOT717 SEQF2183 1 2 1523	Variovorax paradoxus EPS	GCA_000184745.1_ASM18474v1
HOT894 894Wade2 2 2 1485	Ottowia_sp.__HOT_894__Clone_BL117__GB_JQ406530__Unnamed__G__4	GCA_000184745.1_ASM18474v1
HOT894 SEQF2749 3 3 1537	Ottowia sp. oral taxon 894 W10237	GCA_001262075.1_ASM126207v1
HOT894 SEQF2749 2 3 1537	Ottowia sp. oral taxon 894 W10237	GCA_001262075.1_ASM126207v1
HOT894 SEQF2749 1 3 1537	Ottowia sp. oral taxon 894 W10237	GCA_001262075.1_ASM126207v1
HOT894 894-Wade 1 2 1485	Ottowia_sp.__HOT_894__Strain_W10237__GB_tbd__Unnamed__G__4	GCA_001262075.1_ASM126207v1
HOT024 024-5876 1 1 1503	Schlegelella_thermodepolymerans__HOT_024__Strain_DhA-71__GB_AF125876__Named__X__0	GCA_001262075.1_ASM126207v1
HOT026 026CA004 1 1 1487	Schlegelella_aquatica__HOT_026__Clone_CA004__GB_AF385538__Named__X__1	GCA_001262075.1_ASM126207v1
HOT025 025AV011 1 1 1503	Leptothrix_sp.__HOT_025__Clone_AV011a__GB_AF385528__Phylotype__X__0	GCA_001262075.1_ASM126207v1
HOT028 028-5031 1 1 1500	Rhodocyclus_sp.__HOT_028__Strain_A08KA__GB_AY005031__Unnamed__X__0	GCA_001262075.1_ASM126207v1
HOT663 SEQF2478 1 1 1494	Stenotrophomonas maltophilia EPM1	GCA_000344215.1_EPM1_1.0
HOT663 663-5923 1 1 1501	Stenotrophomonas_maltophilia__HOT_663__Strain_LMG_958__GB_X95923__Named__G__1	GCA_000344215.1_EPM1_1.0
HOT663 SEQF2515 1 1 1546	Stenotrophomonas maltophilia AU12-09	GCA_000346445.1_ASM34644v1
HOT663 SEQF2395 1 2 1533	Stenotrophomonas maltophilia Ab55555	GCA_000287935.1_Sten_malt_Ab55555_V1
HOT663 SEQF2395 2 2 1533	Stenotrophomonas maltophilia Ab55555	GCA_000287935.1_Sten_malt_Ab55555_V1
HOT663 SEQF2300 2 4 1538	Stenotrophomonas maltophilia D457	GCA_000284595.1_ASM28459v1
HOT663 SEQF2300 3 4 1538	Stenotrophomonas maltophilia D457	GCA_000284595.1_ASM28459v1
HOT663 SEQF2300 4 4 1538	Stenotrophomonas maltophilia D457	GCA_000284595.1_ASM28459v1
HOT663 SEQF2300 1 4 1538	Stenotrophomonas maltophilia D457	GCA_000284595.1_ASM28459v1
HOT663 SEQF2174 2 4 1533	Stenotrophomonas maltophilia JV3	GCA_000223885.1_ASM22388v1
HOT663 SEQF2174 3 4 1533	Stenotrophomonas maltophilia JV3	GCA_000223885.1_ASM22388v1
HOT663 SEQF2174 1 4 1533	Stenotrophomonas maltophilia JV3	GCA_000223885.1_ASM22388v1
HOT663 SEQF2174 4 4 1533	Stenotrophomonas maltophilia JV3	GCA_000223885.1_ASM22388v1
HOT663 SEQF1330 2 4 1540	Stenotrophomonas maltophilia R551-3	GCA_000020665.1_ASM2066v1
HOT663 SEQF1330 4 4 1540	Stenotrophomonas maltophilia R551-3	GCA_000020665.1_ASM2066v1
HOT663 SEQF1330 3 4 1540	Stenotrophomonas maltophilia R551-3	GCA_000020665.1_ASM2066v1
HOT663 SEQF1330 1 4 1540	Stenotrophomonas maltophilia R551-3	GCA_000020665.1_ASM2066v1
HOT037 037AY088 1 1 1501	Stenotrophomonas_nitritireducens__HOT_037__Clone_AY088__GB_AF385546__Named__X__1	GCA_000020665.1_ASM2066v1
HOT871 871-4L02 1 1 1425	GN02_[G-1]_sp.__HOT_871__Clone_4L02__GB_JX294352__Phylotype__X__3	GCA_000020665.1_ASM2066v1
HOT872 872-CN02 1 1 1425	GN02_[G-1]_sp.__HOT_872__Clone_CN02__GB_JX294353__Phylotype__X__4	GCA_000020665.1_ASM2066v1
HOT873 873-4Q04 1 1 1450	GN02_[G-2]_sp.__HOT_873__Clone_4Q04__GB_JX294354__Phylotype__X__2	GCA_000020665.1_ASM2066v1
HOT874 874-4Y03 1 1 1443	SR1_[G-1]_sp.__HOT_874__Clone_4Y03__GB_JX294355__Phylotype__G__5	GCA_000020665.1_ASM2066v1
HOT345 345-X112 1 1 1437	SR1_[G-1]_sp.__HOT_345__Clone__X112__GB_AF125207__Phylotype__X__4	GCA_000020665.1_ASM2066v1
HOT875 875-CN01 1 1 1443	SR1_[G-1]_sp.__HOT_875__Clone_CN01__GB_JX294356__Phylotype__X__5	GCA_000020665.1_ASM2066v1
HOT044 044BB120 1 1 1467	Campylobacter_sp.__HOT_044__Clone_BB120__GB_AY005038__Phylotype__X__4	GCA_000020665.1_ASM2066v1
HOT623 623-4320 1 1 1469	Campylobacter_gracilis__HOT_623__Strain_ATCC_33236__GB_L04320__Named__G__5	GCA_000020665.1_ASM2066v1
HOT623 SEQF2434 1 1 1443	Campylobacter gracilis RM3268	GCA_000175875.1_ASM17587v1
HOT748 748-4317 2 2 1467	Campylobacter_rectus__HOT_748__Strain_ATCC_33238__GB_L04317__Named__G__3	GCA_000175875.1_ASM17587v1
HOT748 748-6973 1 2 1656	Campylobacter_rectus__HOT_748__Strain_CCUG_19168__GB_L06973__Named__G__3	GCA_000175875.1_ASM17587v1
HOT763 SEQF2476 1 1 1512	Campylobacter showae CC57C	GCA_000344295.2_velvet
HOT763 763-6974 1 1 1467	Campylobacter_showae__HOT_763__Strain_CCUG_3054__GB_L06974__Named__G__5	GCA_000344295.2_velvet
HOT763 SEQF1731 1 1 1458	Campylobacter showae RM3277	GCA_000175655.1_ASM17565v1
HOT580 580-4313 1 2 1607	Campylobacter_curvus__HOT_580__Strain_ATCC_35224__GB_L04313__Named__G__3	GCA_000175655.1_ASM17565v1
HOT580 580-C10 2 2 1632		Campylobacter_curvus__HOT_580__Strain_Goto_C10__GB_tbd__Named__G__3	GCA_000175655.1_ASM17565v1
HOT575 575-6977 1 1 1467	Campylobacter_concisus__HOT_575__Strain_FDC_288__GB_L06977__Named__G__5	GCA_000175655.1_ASM17565v1
HOT575 SEQF1177 2 3 1458	Campylobacter concisus 13826	GCA_000017725.1_ASM1772v1
HOT575 SEQF1177 3 3 1458	Campylobacter concisus 13826	GCA_000017725.1_ASM1772v1
HOT575 SEQF1177 1 3 1458	Campylobacter concisus 13826	GCA_000017725.1_ASM1772v1
HOT776 776-2768 1 1 1587	Campylobacter_sputorum__HOT_776__Strain_BU-112B__GB_AF022768__Named__G__0	GCA_000017725.1_ASM1772v1
HOT842 842-4321 1 1 1467	Campylobacter_ureolyticus__HOT_842__Strain_ATCC_33387__GB_L04321__Named__G__1	GCA_000017725.1_ASM1772v1
HOT842 SEQF2613 2 2 1500	Campylobacter ureolyticus ACS-301-V-Sch3b	GCA_000413435.1_Camp_ureo_ACS-301-V-SCH3B_V1
HOT842 SEQF2613 1 2 1500	Campylobacter ureolyticus ACS-301-V-Sch3b	GCA_000413435.1_Camp_ureo_ACS-301-V-SCH3B_V1
HOT812 SEQF1240 1 2 1499	Helicobacter pylori 26695	GCA_000008525.1_ASM852v1
HOT812 SEQF1240 2 2 1498	Helicobacter pylori 26695	GCA_000008525.1_ASM852v1
HOT812 SEQF1352 1 1 1501	Helicobacter pylori B128	GCA_000172955.1_ASM17295v1
HOT812 SEQF1351 1 1 1500	Helicobacter pylori 98-10	GCA_000172935.1_ASM17293v1
HOT812 SEQF1643 2 2 1502	Helicobacter pylori G27	GCA_000021165.1_ASM2116v1
HOT812 SEQF1643 1 2 1502	Helicobacter pylori G27	GCA_000021165.1_ASM2116v1
HOT812 SEQF1243 2 2 1493	Helicobacter pylori 52	GCA_000023805.1_ASM2380v1
HOT812 SEQF1243 1 2 1493	Helicobacter pylori 52	GCA_000023805.1_ASM2380v1
HOT812 SEQF1119 2 2 1509	Helicobacter pylori Shi470	GCA_000020245.1_ASM2024v1
HOT812 SEQF1119 1 2 1509	Helicobacter pylori Shi470	GCA_000020245.1_ASM2024v1
HOT812 812-8157 1 1 1459	Helicobacter_pylori__HOT_812__Strain_ATCC_43504__GB_M88157__Named__G__1	GCA_000020245.1_ASM2024v1
HOT812 SEQF1244 2 2 1501	Helicobacter pylori HPAG1	GCA_000013245.1_ASM1324v1
HOT812 SEQF1244 1 2 1501	Helicobacter pylori HPAG1	GCA_000013245.1_ASM1324v1
HOT812 SEQF1714 2 2 1502	Helicobacter pylori B38	GCA_000091345.1_ASM9134v1
HOT812 SEQF1714 1 2 1502	Helicobacter pylori B38	GCA_000091345.1_ASM9134v1
HOT812 SEQF1644 1 2 1492	Helicobacter pylori P12	GCA_000021465.1_ASM2146v1
HOT812 SEQF1644 2 2 1492	Helicobacter pylori P12	GCA_000021465.1_ASM2146v1
HOT812 SEQF2410 1 2 1508	Helicobacter pylori Lithuania75	GCA_000185225.1_ASM18522v1
HOT812 SEQF2410 2 2 1508	Helicobacter pylori Lithuania75	GCA_000185225.1_ASM18522v1
